industry_id,num_firms,gross_margin,net_margin,pretax_operating_margin,pretax_lease_rnd_adj_operating_margin,ebitda_sales,ebitdarnd_sales,rnd_sales,sga_sales,sbc_sales,vintage_id,region_id
1,52,0.36242944995377313,-0.0030178781818924268,0.10065798723499017,0.1019039142882163,0.14055245204906705,0.17122874619789805,0.030676294148830982,0.189826722780469,0.032343994735277944,1,1
2,79,0.17484617635485683,0.04989121339012427,0.08654588995592664,0.08765371591441157,0.1068539788925033,0.14703718160393586,0.040183202711432574,0.0650377535668431,0.011476249766617595,1,1
3,23,0.24794774956371204,0.025083018730598778,0.05321179963425901,0.04899064232947189,0.10266258028530147,0.10649303652807827,0.0038304562427768116,0.03602908466515247,0.0036329027516084794,1,1
4,35,0.5688336662965753,0.038475945106670836,0.09110059660081257,0.0987364672594272,0.11474146388695698,0.11488025019303948,0.0001387863060824985,0.47616942646333643,0.010651497083534285,1,1
5,33,0.1040914638402371,0.012913827594325342,0.023182133033712707,0.025282982120005484,0.07489374639612317,0.12792398697504298,0.053030240578919814,0.06258473987499873,0.008421169631119718,1,1
6,35,0.15844150321852046,0.007202034312769674,0.056737586636622525,0.05963900470224144,0.09035108972189304,0.13985104430094433,0.049499954579051264,0.08307156124477727,0.006970916153610806,1,1
7,15,1.0,0.2888846768058161,0.0,0.0007750801437471605,0.0,0.0,0.0,0.5714028146139629,0.02295035180162027,1,1
8,568,0.9962026031203862,0.2749474644728205,4.9066905828215586e-08,-0.0012057021094349254,0.0,0.0,0.0,0.523692230799014,0.01599547328353592,1,1
9,14,0.46957791238962454,0.005600811728555208,0.22763344185619852,0.22787292666526612,0.2952251033944647,0.2952313793452475,6.275950782826342e-06,0.2366707015192106,0.006107229873408964,1,1
10,27,0.5473900935724383,0.13397826583728403,0.20525114640955128,0.20632057123289904,0.22784289751602432,0.23270453486135545,0.004861637345331118,0.33458859950060926,0.0048495107100562755,1,1
11,24,0.38134154857540875,0.020595322975177813,0.1233389317157333,0.12350100117883597,0.1821287934482517,0.18220159911486236,7.280566661064366e-05,0.2134480550890237,0.009467326860984247,1,1
12,32,0.5327094441534391,0.14448752194167302,-1.7915896597858007e-05,-0.0010225862520353711,-8.227833390552346e-06,0.002741469155583834,0.002749696988974386,0.2954276758856713,0.025120246485445162,1,1
13,41,0.309400568585443,0.07422275694022355,0.12636826516708588,0.1284573960907987,0.17320410164697317,0.18584320112247033,0.012639099475497156,0.16651832142441658,0.006395409737317035,1,1
14,155,0.33378878082476077,0.07032930062638384,0.12272432450303421,0.12376381090514216,0.15645965559174238,0.16828875264362952,0.011829097051887155,0.17856981469681096,0.013896846049338734,1,1
15,9,0.6291334595370633,0.07083622978758933,0.18485745815039542,0.18218073123236797,0.3236889725407062,0.32500031762683756,0.0013113450861313232,0.2946456282749596,0.010653657881410844,1,1
16,29,0.09305386409140609,-0.03726120799643747,0.02673718088170194,0.0283228487280309,0.12338324699137568,0.1333577694446566,0.009974522453280935,0.0528773711859329,0.0038505562724450836,1,1
17,4,0.1531858869639735,-0.05354718409440587,0.03291326738773162,0.034353996250800434,0.09679731804470253,0.11583382625950145,0.01903650821479893,0.10435014853326473,0.004703252985002482,1,1
18,59,0.3511643603587584,0.02907920798019631,0.12171996795178963,0.12453893761725805,0.18008981421154488,0.2062161747368672,0.0261263605253223,0.1742885134324314,0.006775319346386865,1,1
19,16,0.14859952405146995,-0.02125757000356644,-0.040171813141936595,-0.0384447281918953,0.1304216890103519,0.13297541818904876,0.0025537291786968818,0.07253908772100191,0.011301609982318113,1,1
20,64,0.24259419692556378,0.044525069673165746,0.07409334745931717,0.07810553077104378,0.08976204696621921,0.11501325386883758,0.02525120690261836,0.13921230264838153,0.008631350718226537,1,1
21,36,0.38355293535188456,0.1777744098144937,0.22484874696685003,0.22923659803850288,0.2532063954429002,0.3240283059561002,0.07082191051320001,0.08707067299087932,0.024738471283414457,1,1
22,40,0.25522470625621585,0.1078299971397084,0.15228587966203128,0.15219466551373387,0.1946449499137033,0.21894301069041963,0.02429806077671633,0.07882625784440558,0.004405511876208885,1,1
23,20,0.2581139870838813,0.1636643436903824,0.22729326659659724,0.2283328306570388,0.31274565625004214,0.31930912447140797,0.006563468221365836,0.023865367300877235,0.0010126615722262984,1,1
24,496,0.6078089369998932,-0.04997144060722168,0.08973321008991049,0.08953315753907995,0.15376551585006348,0.5826397997466455,0.42887428389658205,0.30250327200689336,0.07199244330756105,1,1
25,228,0.7172528887945363,0.18537124465767768,0.29539699980816747,0.2724550874475878,0.33586471478613505,0.5452270132006275,0.20936229841449244,0.2191255307584927,0.017051294280942597,1,1
26,32,0.4581720035308451,0.08793646859020393,0.1401317701349414,0.1374219856741285,0.1656521174388729,0.2054054844510495,0.039753367012176605,0.2725992784907344,0.02681936075190882,1,1
27,112,0.31821541145450716,0.009410003865224555,0.09534667101101517,0.09950868612345491,0.12647638947622328,0.16596432502768751,0.039487935551464244,0.184102443892432,0.013627802589048858,1,1
28,8,0.38772525989249096,-0.09420145713451261,-0.04488621563380616,-0.06264269394121706,-0.026454963808441274,0.1525349878045893,0.17898995161303055,0.2648219627901837,0.0428729861785345,1,1
29,114,0.2676465535289669,0.06472711881991938,0.1042317781378465,0.10606521971463007,0.12363308040497747,0.16588548362236938,0.04225240321739189,0.11669606260562927,0.013809239042116249,1,1
30,48,0.15458861463404058,0.0594404607933308,0.0648772140059397,0.06757015559476075,0.07957368030825093,0.07999472141861634,0.000421041110365401,0.07806223133706236,0.005498059241178778,1,1
31,92,0.4139306341798436,0.04428855045228182,0.10604785218649977,0.10600218052846805,0.17771317763188713,0.2144859934866006,0.036772815854713446,0.21372522302573146,0.02728126187816379,1,1
32,53,0.3630271552276466,0.08238089699765011,0.14608556307315398,0.14853081408122104,0.20992305474282424,0.2141967499812032,0.004273695238378958,0.13995510317139134,0.007103781982761806,1,1
33,35,0.1308535296319069,0.03908612922158476,0.054453187039127465,0.056033712404227685,0.08042036063925903,0.09563433303867093,0.015213972399411909,0.06089987997028177,0.0020022450910038474,1,1
34,176,0.6920022453235913,0.2218853645963704,0.1848386743924957,0.18739294401118736,0.21021001535178777,0.23283870393982697,0.022628688588039205,0.30071668864562884,0.023687279868748277,1,1
35,78,0.23234311026524826,0.028162851559577935,0.10630698109862798,0.10737650905057096,0.15253468981379967,0.1585638771699571,0.006029187356157445,0.12124217226463514,0.0036758837982663983,1,1
36,13,0.15440322091932604,0.011709648797144959,0.026134886467402488,0.02545614814527601,0.0370917016463097,0.0370917016463097,0.0,0.12396362358422501,0.0013288429433848576,1,1
37,27,0.30275215008816325,0.011025376533084075,0.06585661858487982,0.06799974419947431,0.09754555729130779,0.11653522532402599,0.018989668032718197,0.2242828229414732,0.00608254774508398,1,1
38,15,0.5524044330233069,-0.10826421952871541,0.19872603268162603,0.1837973692040017,0.5845083534942246,0.5855434674826555,0.0010351139884309693,0.05451631423573928,0.005590081805089591,1,1
40,204,0.5400056268361045,0.09608358705927718,0.15338997022486925,0.15829837169296193,0.20335048986604062,0.27532429009250486,0.0719738002264643,0.2984234004673922,0.020656966728201356,1,1
41,104,0.12078370288681889,0.012531388303935671,0.029984058788044197,0.030052870426871388,0.03865277525408626,0.03932614326825314,0.0006733680141668893,0.08418673020441965,0.0021654108327221378,1,1
39,115,0.4831831296066928,0.07451051350115737,0.1470948558823554,0.14794312196370288,0.2049516450940989,0.27389966698242724,0.06894802188832837,0.24522671643193691,0.024129402535447004,1,1
42,30,0.22695547015362474,0.0947013341324965,0.1257495272304001,0.12633855565477978,0.14143498213141,0.14143498213141,0.0,0.09887197785147037,0.0033379522396770936,1,1
43,31,0.39097132542842145,0.0629514925775366,0.13356558024682816,0.12855319636010312,0.15804141916584769,0.15852743217925935,0.0004860130134116699,0.04407865712142816,0.006931661010953327,1,1
44,63,0.608546013031169,0.10381085334325345,0.1938799348814458,0.16594541867983212,0.24450633871432306,0.27289478191487926,0.028388443200556196,0.28231411247767735,0.021880079051730558,1,1
45,110,0.5104424162316689,0.11678213022511653,0.1862488237477741,0.18810977498421766,0.2234450615011359,0.24335043430243894,0.019905372801303046,0.3202789129596996,0.009158633098065621,1,1
46,15,0.34083660814787026,0.065253559509469,0.11886021643397382,0.12471997049954972,0.17276703726376905,0.19354894448942514,0.020781907225656118,0.1766597879105038,0.016233535417366055,1,1
47,21,0.44698482894171127,0.1236640957470145,0.21312825642510547,0.21456995593877076,0.2356536892258286,0.23750868233786981,0.0018549931120412052,0.0962892767204542,0.017535146138794568,1,1
48,20,0.299918098085004,0.07798135819570415,0.10613219864364459,0.10647669164266632,0.11503115671533527,0.11503115671533527,0.0,0.12110047823091866,0.004800384806365802,1,1
49,57,0.3019009668296721,0.1113297623048451,0.1525411457011631,0.15300583120994887,0.14733505712045253,0.14734182424229958,6.767121847058476e-06,0.10255263380497436,0.004144109974874774,1,1
50,283,0.6976811012634717,0.1836200178650786,0.255024819913312,0.252572918757687,0.1165017063434102,0.12115800961421676,0.004656303270806553,0.27812568230187873,0.050826832134246616,1,1
51,105,0.3747334978112993,0.10578747395309744,0.1586495069517875,0.16121052370028846,0.19621634609402608,0.21654581128951364,0.020329465195487523,0.19649988186136824,0.00918079061930805,1,1
52,73,0.34684444191447505,0.10516719648470058,0.23854271917353254,0.23750131147273207,0.293645538061676,0.29543880154117996,0.0017932634795040003,0.03853922042675269,0.005109580290073977,1,1
53,14,0.4143040339690257,0.04375087418121427,0.10728305214757801,0.10798292718748384,0.14330388232158972,0.1644603191663219,0.02115643684473217,0.2840104710346036,0.009772425784775478,1,1
54,4,0.36082032574482736,0.08297022462442774,0.1124866389469229,0.11577412006146154,0.21671420442138956,0.21918753353529724,0.0024733291139076956,0.08583227247817794,0.003074126596427811,1,1
55,142,0.5719373902376752,0.14630440788275073,0.2541582987981389,0.25749648519335816,0.43207700406540256,0.4342714150711966,0.0021944110057939992,0.05181943579304781,0.009026244778523894,1,1
56,23,0.4336771494044107,0.13350862150393097,0.2577810990734486,0.2605468280876443,0.32743461269567453,0.327492910636177,5.82979405024871e-05,0.0687821805288822,0.0077715689704352725,1,1
57,97,0.11090749715345535,0.023377489888452334,0.046496062786623764,0.04815454958406099,0.07756713853626425,0.08074303309529918,0.003175894559034927,0.02838621900004282,0.003306428204469351,1,1
58,19,0.2427013145310331,0.04476116596313847,0.09575576545544758,0.09767327418705181,0.14355372821998977,0.1477373239082129,0.004183595688223153,0.10721631154673127,0.004544768123341553,1,1
59,6,0.17136604280745724,0.03443484893889449,0.06344838859073201,0.0662949768891948,0.14650248363164156,0.1485910952497707,0.0020886116181291488,0.08345365552437772,0.006792528218959144,1,1
60,46,0.43573987286398663,0.12726847234883484,0.2146995662202426,0.21366595999098478,0.3533252879118818,0.3544915681128032,0.0011662802009213998,0.023107900930169005,0.0042989292145670065,1,1
61,56,0.5501927270278953,0.2858521770271587,0.403887750601932,0.40350161244366967,0.34620463032278054,0.3509135171625846,0.004708886839804084,0.048667557132772585,0.006247233356873178,1,1
62,19,0.5044217538151532,0.0818733439701034,0.09982688889791565,0.09923296854618283,0.13178635141695227,0.14687424461064025,0.01508789319368799,0.3395119327379672,0.010242954860096062,1,1
63,190,0.5807517280308917,0.13233445003447902,0.246434046710382,0.22209772455024684,0.43793552387209317,0.4380398710454695,0.00010434717337628785,0.10135861725684268,0.017229561696379857,1,1
64,14,0.3527040825948847,0.07010407882293668,0.21526561249700268,0.21191936700617578,0.24945778247175757,0.24945778247175757,0.0,0.09002238920576246,0.008702153512896023,1,1
65,12,0.5123064384678077,0.23765281173594135,0.21451711491442543,0.22087621024942458,0.2718928280358599,0.2718928280358599,0.0,0.32317644661776695,0.021595354523227386,1,1
66,54,0.3221457377169444,0.011919902517228938,0.028508268242877017,0.028482756293223808,0.03961527410474971,0.05392272980555317,0.01430745570080346,0.26315102883830693,0.017009431597963205,1,1
67,49,0.3979335735859791,-0.04719687128002479,0.0969331006904999,0.08062096745970526,0.16636049855141793,0.19486035088482193,0.02849985233340399,0.2382728625033746,0.01672792565575746,1,1
68,1,0.1321287661406026,0.038871951219512195,0.07213952654232425,0.0723402809220799,0.05963055954088953,0.05963055954088953,0.0,0.002690100430416069,0.0023314203730272595,1,1
69,64,0.32240631996229013,0.09368441736682119,0.15787862734302993,0.13883834911386736,0.19465690901816668,0.20204531581030072,0.007388406792134073,0.1080866317469829,0.013676613904942153,1,1
70,34,0.21955952275570798,0.03362763979070542,0.06243926058642881,0.0583825886047186,0.07236517188956365,0.07242710620655156,6.193431698790319e-05,0.1498534390297117,0.002621848369863566,1,1
71,14,0.34218908231578365,0.07844282005575029,0.11938529703816875,0.11809039346442812,0.14214432444110717,0.14355708282810653,0.0014127583869993855,0.2046356772337944,0.004641117145292083,1,1
72,62,0.3057209450648468,0.06054534730806162,0.10097162945597332,0.10321020613816267,0.11373965239257706,0.1139825809878757,0.0002429285952986248,0.18725795568856737,0.004622556223681145,1,1
73,23,0.3317644379197894,0.05611346589050097,0.06802333445025074,0.0711643313205802,0.10105733105173904,0.15335249007738702,0.052295159025648,0.20879360221344934,0.01344089266508045,1,1
74,15,0.2631486438157367,0.013206284642467744,0.022919042843655636,0.01727112934058555,0.05403881160933243,0.056373410190710134,0.002334598581377701,0.21689512903978359,0.002588453631583269,1,1
75,26,0.7861067828888438,0.2299755737717258,0.4024828941128652,0.3864440865122347,0.6717024591829821,0.6718718244021407,0.00016936521915859363,0.0650874300898012,0.013816588758665857,1,1
76,94,0.3530392212317443,0.05189818584789381,0.07727354450343683,0.08075162903461014,0.09853245477448722,0.09937144968038718,0.0008389949058999544,0.2687596399248138,0.006874919905528329,1,1
77,3,0.1799006218098056,-0.0949066630122806,0.02242369876648091,0.024946978567715397,0.08726029693342775,0.11051878996871023,0.02325849303528248,0.15739011317495355,0.0013649350372818357,1,1
78,66,0.5897212668627952,0.30446007427165983,0.35327791914252643,0.3646671843853678,0.3677016381020859,0.5213029591350107,0.15360132103292468,0.061742289264692315,0.05041882720323292,1,1
79,31,0.4632141955411235,0.21315535906370506,0.2617117457785153,0.268634995359437,0.29056303254659493,0.3977670862583977,0.10720405371180282,0.08902510083014537,0.021732875710501438,1,1
80,8,0.2707750428480844,0.0948059646207709,0.12602123883804783,0.13517329302988534,0.20408008981879286,0.20408008981879286,0.0,0.0915308851503921,0.00689663200453698,1,1
81,11,0.43882972598638637,0.06271289597747094,0.09034931883156833,0.09149196348386501,0.11874274171527453,0.12009652490599183,0.0013537831907172912,0.3457871517257034,0.013682092886305241,1,1
82,77,0.664453967782347,0.29930348659906064,0.3384971230031091,0.3600053019156746,0.3489515462716775,0.5350201665203558,0.18606862024867823,0.14147317915266813,0.0749790833032698,1,1
83,29,0.6257871205088534,-0.009326071858346227,0.03686141997593261,0.04704900770571774,0.09518583462265771,0.2927400378201822,0.1975542031975245,0.3334827986934846,0.14866139934674233,1,1
84,309,0.7172070917475231,0.25492956311411463,0.32982513736047653,0.34449305784609674,0.35930450706077793,0.5190888475831121,0.15978434052233426,0.2438473451620328,0.07830271156335021,1,1
85,19,0.12246016083492245,0.01925417054710482,0.04095917963841709,0.04106902683477847,0.10581335831596377,0.10581743277602852,4.074460064747882e-06,0.07190904622525758,0.004014479577808329,1,1
86,12,0.6298181572986233,0.12238502087265377,0.20980028345141027,0.19749991338421513,0.3457016445317238,0.34642499048586095,0.0007233459541371528,0.2664702116115709,0.010006943286128313,1,1
87,57,0.5813559785328936,0.16089921740363985,0.20696764502165169,0.220114777801369,0.23952770874311258,0.38310310652127555,0.14357539777816294,0.21585408356715008,0.05204116388905578,1,1
88,39,0.5881624848695685,0.14196223860576973,0.2047121991102734,0.20836369863901955,0.3469946062412255,0.3515619383950476,0.004567332153822104,0.22421734171952937,0.0058273119629706,1,1
89,10,0.643108759528298,0.2665422452740549,0.43538235748026255,0.4378658265277791,0.42220082127197295,0.4369735341021536,0.014772712830180685,0.20738808883294044,0.004995763519667859,1,1
90,19,0.24103225169340398,0.08233235401615857,0.07567222148665109,0.07705762663370866,0.09827119969732138,0.11072785022396334,0.012456650526641945,0.050324426389827454,0.008844387031700141,1,1
91,4,0.5095794993260457,0.24725938276703,0.3741088611342688,0.37433505844987286,0.49190475819458185,0.49190475819458185,0.0,7.538158274053931e-05,0.004860845987829867,1,1
92,26,0.21191410906375685,0.03791195275856305,0.06891848716024367,0.07304748295281488,0.15578441491850015,0.15718149918109134,0.00139708426259121,0.06221610301161631,0.004216120175455265,1,1
93,14,0.4417522110277152,0.1417862109301,0.2349211260172051,0.23205483866166682,0.3491971969520865,0.3491971969520865,0.0,-0.00934757413591854,0.003486685853310689,1,1
94,14,0.5897359851495838,0.21162207154416784,0.3371569629910201,0.33631527867304256,0.4572626164451616,0.45745995271209977,0.00019733626693810944,0.0386745555192176,0.0074158202760906825,1,1
